Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners,Time to Activation
Region D,Country 11,2021-10-03,0016R000036I7yB,Active,2021-10-12,Basic,,0.0,9 days
Region A,Country 6,2021-09-27,0016R000036I7yV,Churned,,Basic,,1.3,
Region A,Country 6,2021-09-27,0016R000036I7yW,Churned,,Basic,,1.3,
Region A,Country 6,2021-09-27,0016R000036I7zi,Churned,,Basic,,1.3,
Region D,Country 15,2021-09-29,0016R000036I7zn,Active,2021-10-04,Basic,2022-01-11,3.0,5 days
Region A,Country 6,2021-09-27,0016R000036I7zs,Churned,,Basic,,1.3,
Region A,Country 6,2021-09-27,0016R000036I7zx,Churned,,Basic,,1.3,
Region D,Country 11,2021-10-10,0016R000036I80g,Active,2021-10-20,Basic,,1.0,10 days
Region A,Country 6,2021-09-27,0016R000036I80R,Churned,,Basic,,1.3,
Region A,Country 6,2021-09-27,0016R000036I80W,Churned,,Basic,,1.3,
Region D,Country 11,2021-10-09,0016R000036I81F,Active,2021-10-20,Basic,,1.0,11 days
Region D,Country 11,2021-09-28,0016R000036I82m,Churned,2021-10-11,Basic,,2.0,13 days
Region D,Country 15,2021-09-27,0016R000036I82r,Onboarding,,Basic,2022-01-11,1.3,
Region D,Country 15,2021-09-27,0016R000036I83a,Onboarding,,Basic,2022-01-11,0.0,
Region D,Country 15,2021-09-27,0016R000036I83p,Onboarding,,Basic,2022-01-11,1.3,
Region A,Country 13,2021-09-27,0016R000036I83Q,Active,2021-11-11,Basic,,1.0,45 days
Region D,Country 15,2021-09-27,0016R000036I84E,Onboarding,,Basic,2022-01-11,1.3,
Region D,Country 15,2021-09-27,0016R000036I86G,Onboarding,,Basic,2022-01-11,1.3,
Region C,Country 16,2021-09-27,0016R000036I86Z,Active,2021-09-28,Basic,2021-11-23,2.0,1 days
Region D,Country 15,2021-09-27,0016R000036I87X,Onboarding,,Basic,2022-01-11,1.3,
Region D,Country 15,2021-09-27,0016R000036I88B,Onboarding,,Basic,2022-01-11,1.0,
Region D,Country 15,2021-09-27,0016R000036I88f,Onboarding,,Basic,2022-01-11,1.3,
Region D,Country 15,2021-09-27,0016R000036I88g,Onboarding,,Basic,2022-01-11,1.0,
Region D,Country 5,2021-09-27,0016R000036I88p,Active,2021-11-17,Basic,,1.0,51 days
Region D,Country 15,2021-09-27,0016R000036I89F,Onboarding,,Basic,2022-01-11,1.3,
Region D,Country 15,2021-09-27,0016R000036I89G,Onboarding,,Basic,2022-01-11,1.3,
Region D,Country 5,2021-09-27,0016R000036I89s,Onboarding,,Basic,,2.0,
Region A,Country 13,2021-09-27,0016R000036I8a6,Onboarding,,Basic,,1.3,
Region D,Country 15,2021-09-27,0016R000036I8AH,Active,2021-10-18,Basic,2022-01-12,1.3,21 days
Region D,Country 15,2021-09-27,0016R000036I8AM,Onboarding,,Basic,2022-01-11,4.0,
Region D,Country 15,2021-09-27,0016R000036I8AN,Onboarding,,Basic,2022-01-11,1.3,
Region D,Country 15,2021-09-27,0016R000036I8B5,Onboarding,,Basic,2022-01-11,1.3,
Region A,Country 13,2021-09-27,0016R000036I8By,Dead Opportunity,,Basic,,1.3,
Region D,Country 11,2021-09-30,0016R000036I8BZ,Active,2021-10-13,Basic,,2.0,13 days
Region B,Country 2,2021-09-28,0016R000036I8DB,Active,2021-09-29,Basic,,2.0,1 days
Region C,Country 16,2021-09-30,0016R000036I8DQ,Churned,2021-10-01,Basic,,0.0,1 days
Region C,Country 16,2021-09-27,0016R000036I8Hn,Active,2021-09-28,Basic,2022-01-15,1.0,1 days
Region C,Country 16,2021-09-27,0016R000036I8Hr,Active,2021-11-23,Basic,2022-01-15,1.0,57 days
Region A,Country 13,2021-09-27,0016R000036I8n8,Onboarding,,Basic,,1.3,
Region B,Country 2,2021-09-27,0016R000036I8of,Active,2021-10-07,Basic,2021-12-02,4.0,10 days
Region D,Country 15,2021-09-27,0016R000036I8qN,Churned,2021-10-04,Basic,2022-01-14,1.3,7 days
Region B,Country 9,2021-09-27,0016R000036I8t7,Active,2020-11-18,Basic,2022-01-14,3.0,-313 days
Region D,Country 15,2021-09-27,0016R000036I8tu,Active,2021-10-18,Basic,,1.3,21 days
Region D,Country 20,2021-09-28,0016R000036I8TY,Churned,2021-10-06,Basic,,1.0,8 days
Region D,Country 5,2021-09-21,0016R000036I8Uw,Active,2021-09-29,Basic,2022-01-13,2.0,8 days
Region C,Country 3,2021-09-27,0016R000036I8yB,Active,2021-09-30,Basic,2021-11-21,3.0,3 days
Region B,Country 9,2021-09-27,0016R000036I902,Active,2020-11-18,Basic,2022-01-14,3.0,-313 days
Region D,Country 14,2021-09-27,0016R000036I911,Onboarding,,Basic,,0.0,
Region D,Country 11,2021-09-28,0016R000036I98B,Churned,2021-10-12,Basic,,1.0,14 days
Region D,Country 15,2021-09-27,0016R000036I98L,Churned,2021-10-04,Basic,2022-01-14,1.3,7 days
Region D,Country 15,2021-09-27,0016R000036I98u,Active,2021-10-04,Basic,2022-01-14,2.0,7 days
Region D,Country 5,2021-09-27,0016R000036I9BK,Active,2021-11-17,Basic,,2.0,51 days
Region C,Country 3,2021-09-27,0016R000036I9br,Churned,2021-09-28,Basic,,0.0,1 days
Region D,Country 14,2021-09-27,0016R000036I9eN,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9fj,Onboarding,,Basic,,0.0,
Region D,Country 15,2021-09-27,0016R000036I9fK,Active,2021-10-04,Basic,2022-01-13,0.0,7 days
Region D,Country 14,2021-09-27,0016R000036I9fo,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9ft,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9fV,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9fW,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9fy,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9fz,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9g3,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9g8,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9gh,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9gI,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9gm,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9gN,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9gS,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9gT,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9gw,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9gX,Onboarding,,Basic,,0.0,
Region D,Country 5,2021-09-30,0016R000036I9Gy,Active,2021-10-11,Basic,,3.0,11 days
Region D,Country 14,2021-09-27,0016R000036I9h6,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9ha,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9hb,Onboarding,,Basic,,0.0,
Region D,Country 15,2021-09-27,0016R000036I9HD,Active,2021-09-29,Basic,2022-01-12,1.0,2 days
Region D,Country 14,2021-09-27,0016R000036I9hf,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9hG,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9hk,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9hL,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9hp,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9hQ,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9hu,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9hV,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9hz,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9i4,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9i9,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9id,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9iE,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9ii,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9ij,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9iJ,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9iK,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9iO,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9is,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9iT,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9ix,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9j2,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9j7,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9jb,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9jg,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9jH,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9jl,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9jM,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9jR,Onboarding,,Basic,,1.3,
Region C,Country 16,2021-09-27,0016R000036I9Jt,Active,2021-09-28,Basic,2021-12-14,2.0,1 days
Region D,Country 14,2021-09-27,0016R000036I9jv,Onboarding,,Basic,,1.3,
Region D,Country 15,2021-09-27,0016R000036I9Jx,Active,2021-09-29,Basic,2022-01-12,3.0,2 days
Region D,Country 14,2021-09-27,0016R000036I9k0,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9k5,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9kA,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9ke,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9kF,Onboarding,,Basic,,0.0,
Region D,Country 20,2021-09-28,0016R000036I9Kg,Active,2021-10-19,Basic,2021-12-24,3.0,21 days
Region D,Country 14,2021-09-27,0016R000036I9kK,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9kP,Onboarding,,Basic,,1.3,
Region D,Country 14,2021-09-27,0016R000036I9kU,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9kZ,Onboarding,,Basic,,0.0,
Region D,Country 15,2021-09-30,0016R000036I9L0,Churned,2021-10-08,Basic,2021-12-28,2.0,8 days
Region C,Country 16,2021-09-21,0016R000036I9N6,Onboarding,,Basic,2021-11-19,1.3,
Region C,Country 16,2021-10-04,0016R000036I9nK,Active,2021-10-12,Basic,,1.0,8 days
Region C,Country 3,2021-09-27,0016R000036I9ol,Active,2021-09-29,Basic,,1.0,2 days
Region D,Country 5,2021-09-27,0016R000036I9pe,Active,2021-10-01,Basic,2022-01-14,1.3,4 days
Region D,Country 14,2021-09-27,0016R000036I9Qf,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9Qp,Onboarding,,Basic,,1.3,
Region B,Country 2,2021-09-30,0016R000036I9qX,Active,2021-10-18,Basic,,2.0,18 days
Region C,Country 16,2021-09-27,0016R000036I9r1,Active,2021-10-13,Basic,2022-01-14,3.0,16 days
Region C,Country 3,2021-09-27,0016R000036I9ru,Active,2021-09-29,Basic,,0.0,2 days
Region D,Country 7,2021-11-11,0016R000036I9RX,Active,2021-11-16,Basic,2022-01-15,5.0,5 days
Region D,Country 7,2021-09-27,0016R000036I9sJ,Active,2021-09-29,Basic,2022-01-15,1.3,2 days
Region D,Country 7,2021-09-27,0016R000036I9tq,Active,2021-09-29,Basic,2022-01-15,1.3,2 days
Region D,Country 7,2021-09-27,0016R000036I9ts,Active,2021-09-29,Basic,2022-01-15,1.3,2 days
Region D,Country 7,2021-09-27,0016R000036I9ut,Active,2021-10-11,Basic,,2.0,14 days
Region B,Country 2,2021-09-27,0016R000036I9vr,Churned,2021-09-30,Basic,,2.0,3 days
Region D,Country 14,2021-09-27,0016R000036I9XH,Onboarding,,Basic,,0.0,
Region D,Country 14,2021-09-27,0016R000036I9XM,Onboarding,,Basic,,0.0,
Region D,Country 7,2021-09-27,0016R000036I9xP,Active,2021-09-29,Basic,2022-01-15,1.3,2 days
Region D,Country 14,2021-09-27,0016R000036I9Xv,Onboarding,,Basic,,0.0,
Region B,Country 4,2021-09-27,0016R000036I9xV,Active,2021-10-19,Basic,,2.0,22 days
Region B,Country 4,2021-09-27,0016R000036I9yh,Active,2021-10-12,Basic,,3.0,15 days
Region B,Country 4,2021-09-27,0016R000036I9yr,Active,2021-10-13,Basic,,2.0,16 days
Region D,Country 24,2021-09-27,0016R000036I9z1,Active,2021-09-30,Basic,,2.0,3 days
Region D,Country 24,2021-09-27,0016R000036I9za,Churned,2021-10-13,Basic,,0.0,16 days
Region B,Country 2,2021-09-28,0016R000036I9zB,Active,2021-10-13,Basic,2021-12-10,1.0,15 days
Region D,Country 15,2021-09-27,0016R000036I9ZM,Active,2021-10-04,Basic,2022-01-13,1.0,7 days
Region D,Country 15,2021-09-27,0016R000036IA0E,Active,2021-10-04,Basic,2022-01-13,1.0,7 days
Region C,Country 16,2021-09-27,0016R000036IA0n,Active,2021-10-29,Basic,2022-01-12,4.0,32 days
Region C,Country 16,2021-09-27,0016R000036IA20,Active,2021-10-29,Basic,2021-11-23,2.0,32 days
Region B,Country 2,2021-09-28,0016R000036IA2j,Blocked,2021-09-30,Basic,,2.0,2 days
Region C,Country 16,2021-09-27,0016R000036IA2y,Active,2021-09-27,Basic,,1.0,0 days
Region C,Country 16,2021-09-27,0016R000036IA2z,Active,2021-09-27,Basic,,1.0,0 days
Region C,Country 16,2021-09-27,0016R000036IA30,Active,2021-09-27,Basic,,1.0,0 days
Region C,Country 16,2021-09-27,0016R000036IA5D,Active,2021-10-29,Basic,2022-01-10,3.0,32 days
Region C,Country 16,2021-09-27,0016R000036IA8C,Churned,2021-10-01,Basic,2022-01-13,1.0,4 days
Region C,Country 16,2021-09-27,0016R000036IAa4,Active,,Basic,2021-12-23,1.3,
Region B,Country 9,2021-09-29,0016R000036IAA8,Active,2021-10-01,Basic,2022-01-12,2.0,2 days
Region C,Country 16,2021-09-27,0016R000036IAAI,Active,2021-09-29,Basic,,1.0,2 days
Region C,Country 3,2021-09-29,0016R000036IAaI,Active,2021-10-01,Basic,2021-12-27,3.0,2 days
Region A,Country 8,2021-09-28,0016R000036IAbB,Onboarding,,Basic,2021-11-26,1.0,
Region A,Country 8,2021-09-28,0016R000036IAcE,Active,2021-10-13,Basic,2021-11-26,1.0,15 days
Region B,Country 9,2021-09-27,0016R000036IAcO,Blocked,2021-09-30,Basic,,1.0,3 days
Region C,Country 3,2021-09-27,0016R000036IAd7,Active,2021-09-29,Basic,2021-11-24,1.0,2 days
Region C,Country 3,2021-09-27,0016R000036IAD7,Active,2021-10-01,Basic,,2.0,4 days
Region C,Country 3,2021-09-27,0016R000036IAd8,Active,2021-09-29,Basic,2021-11-24,0.0,2 days
Region A,Country 8,2021-09-28,0016R000036IAdW,Onboarding,,Basic,2021-11-26,1.0,
Region B,Country 2,2021-09-29,0016R000036IAEF,Blocked,2021-10-07,Basic,,0.0,8 days
Region A,Country 8,2021-09-28,0016R000036IAeF,Onboarding,,Basic,2021-11-26,1.0,
Region A,Country 8,2021-09-28,0016R000036IAeG,Onboarding,,Basic,2021-11-26,1.0,
Region A,Country 8,2021-09-28,0016R000036IAgk,Onboarding,,Basic,2021-11-26,1.0,
Region A,Country 8,2021-09-28,0016R000036IAh4,Onboarding,,Basic,2021-11-26,1.0,
Region C,Country 16,2021-09-27,0016R000036IAhd,Active,2021-10-01,Basic,,3.0,4 days
Region D,Country 15,2021-10-04,0016R000036IAHi,Active,2021-10-07,Basic,2022-01-04,2.0,3 days
Region A,Country 8,2021-09-28,0016R000036IAhO,Onboarding,,Basic,2021-11-26,1.0,
Region C,Country 3,2021-09-27,0016R000036IAhY,Active,2021-09-29,Basic,,1.0,2 days
Region B,Country 4,2021-09-29,0016R000036IAHY,Onboarding,,Basic,,0.0,
Region C,Country 3,2021-10-01,0016R000036IAIq,Active,2021-10-14,Basic,2022-01-13,3.0,13 days
Region C,Country 3,2021-09-27,0016R000036IAiR,Active,2021-09-29,Basic,2021-11-24,0.0,2 days
Region C,Country 16,2021-09-27,0016R000036IAj0,Active,2021-09-27,Basic,,1.0,0 days
Region C,Country 16,2021-09-27,0016R000036IAj1,Active,2021-09-27,Basic,,2.0,0 days
Region C,Country 16,2021-09-27,0016R000036IAj2,Active,2021-09-27,Basic,,1.0,0 days
Region C,Country 16,2021-09-27,0016R000036IAj3,Active,2021-09-27,Basic,,2.0,0 days
Region C,Country 3,2021-09-27,0016R000036IAjF,Active,2021-09-29,Basic,2021-11-24,1.0,2 days
Region A,Country 8,2021-09-28,0016R000036IALL,Onboarding,,Basic,2021-11-26,2.0,
Region B,Country 9,2021-09-27,0016R000036IAlV,Churned,2021-09-30,Basic,2022-01-14,1.0,3 days
Region C,Country 16,2021-09-27,0016R000036IAlz,Active,2021-09-27,Basic,2022-01-12,2.0,0 days
Region C,Country 16,2021-09-28,0016R000036IAM0,Active,2021-10-01,Basic,2022-01-14,2.0,3 days
Region C,Country 16,2021-09-27,0016R000036IAm4,Active,2021-09-27,Basic,2022-01-12,2.0,0 days
Region B,Country 2,2021-09-29,0016R000036IAM4,Churned,,Basic,,0.0,
Region C,Country 16,2021-09-27,0016R000036IAm9,Active,2021-09-27,Basic,2022-01-12,1.0,0 days
Region C,Country 16,2021-09-27,0016R000036IAmJ,Active,2021-09-29,Basic,2021-12-30,4.0,2 days
Region C,Country 16,2021-09-27,0016R000036IAmx,Active,2021-09-28,Basic,,2.0,1 days
Region A,Country 8,2021-09-28,0016R000036IAn2,Active,2021-10-15,Basic,2022-01-14,1.0,17 days
Region A,Country 8,2021-09-28,0016R000036IAng,Active,2021-10-15,Basic,2022-01-14,3.0,17 days
Region C,Country 16,2021-09-27,0016R000036IAnq,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAnr,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAns,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAnt,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAnu,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAnv,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAnw,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAnx,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAny,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAnz,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo0,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo1,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo2,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo3,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo4,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo5,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo6,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo7,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo8,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAo9,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoA,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoa,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoB,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAob,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoC,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoc,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoD,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAod,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoE,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoe,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoF,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAof,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoG,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAog,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoH,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoh,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoI,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoi,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoj,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoJ,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAok,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoK,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAol,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoL,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAom,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoM,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAon,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoN,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoo,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoO,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAop,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoP,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoq,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoQ,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAor,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoR,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAos,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoS,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoT,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAot,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoU,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAou,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoV,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAov,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoW,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAow,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoX,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAox,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoy,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoY,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoz,Active,2021-09-28,Basic,,1.3,1 days
Region C,Country 16,2021-09-27,0016R000036IAoZ,Active,2021-09-28,Basic,,1.3,1 days
